maxNonePCDays,minPCDays,lowPercentile,PCPercentile,EPCPercentile,PCLowBound,PCUpBound,Accuracy,F1,Precision,Recall,PercentileUsed,support_start,support_end,Confidence_start,Confidence_end,start_month,end_month,instance_number,location_number,classifier
2,5,0.2,0.6,0.9,0.6,0.9,0.637037037,0.623076923,0.648,0.6,loc_Individuals.txt,214,333,0.4,1,5,9,540,64,J48
2,5,0.2,0.6,0.9,0.6,0.9,0.546296296,0.543761639,0.546816479,0.540740741,loc_Individuals.txt,214,333,0.45,1,5,9,540,3,J48
2,5,0.2,0.6,0.9,0.6,0.9,0.633333333,0.61627907,0.646341463,0.588888889,loc_Individuals.txt,222,333,0.4,1,5,9,540,62,J48
2,5,0.2,0.6,0.9,0.6,0.9,0.546296296,0.543761639,0.546816479,0.540740741,loc_Individuals.txt,222,333,0.45,1,5,9,540,3,J48
2,5,0.2,0.6,0.9,0.6,0.9,0.614814815,0.603053435,0.622047244,0.585185185,loc_Individuals.txt,231,333,0.4,1,5,9,540,58,J48
2,5,0.2,0.6,0.9,0.6,0.9,0.546296296,0.543761639,0.546816479,0.540740741,loc_Individuals.txt,231,333,0.45,1,5,9,540,3,J48
2,5,0.2,0.6,0.9,0.6,0.9,0.616666667,0.625678119,0.61130742,0.640740741,loc_Individuals.txt,239,333,0.4,1,5,9,540,51,J48
2,5,0.2,0.6,0.9,0.6,0.9,0.546296296,0.543761639,0.546816479,0.540740741,loc_Individuals.txt,239,333,0.45,1,5,9,540,3,J48
2,5,0.2,0.6,0.9,0.6,0.9,0.62962963,0.625468165,0.632575758,0.618518519,loc_Individuals.txt,248,333,0.4,1,5,9,540,41,J48
2,5,0.2,0.6,0.9,0.6,0.9,0.546296296,0.543761639,0.546816479,0.540740741,loc_Individuals.txt,248,333,0.45,1,5,9,540,3,J48
2,5,0.2,0.6,0.9,0.6,0.9,0.612962963,0.626118068,0.605536332,0.648148148,loc_Individuals.txt,258,333,0.4,1,5,9,540,33,J48
2,5,0.2,0.6,0.9,0.6,0.9,0.546296296,0.543761639,0.546816479,0.540740741,loc_Individuals.txt,258,333,0.45,1,5,9,540,3,J48
2,5,0.2,0.6,0.9,0.6,0.9,0.587037037,0.601073345,0.581314879,0.622222222,loc_Individuals.txt,266,333,0.4,1,5,9,540,27,J48
2,5,0.2,0.6,0.9,0.6,0.9,0.546296296,0.543761639,0.546816479,0.540740741,loc_Individuals.txt,266,333,0.45,1,5,9,540,3,J48
2,5,0.2,0.6,0.9,0.6,0.9,0.596296296,0.606498195,0.591549296,0.622222222,loc_Individuals.txt,269,333,0,1,5,9,540,840,J48
2,5,0.2,0.6,0.9,0.6,0.9,0.588888889,0.599277978,0.584507042,0.614814815,loc_Individuals.txt,269,333,0.35,1,5,9,540,760,J48
2,5,0.2,0.6,0.9,0.6,0.9,0.57037037,0.582733813,0.566433566,0.6,loc_Individuals.txt,269,333,0.4,1,5,9,540,26,J48
2,5,0.2,0.6,0.9,0.6,0.9,0.546296296,0.543761639,0.546816479,0.540740741,loc_Individuals.txt,269,333,0.45,1,5,9,540,3,J48
2,5,0.2,0.6,0.9,0.6,0.9,0.583333333,0.60456942,0.575250836,0.637037037,loc_Individuals.txt,276,333,0,1,5,9,540,573,J48
2,5,0.2,0.6,0.9,0.6,0.9,0.6,0.608695652,0.595744681,0.622222222,loc_Individuals.txt,276,333,0.35,1,5,9,540,531,J48
2,5,0.2,0.6,0.9,0.6,0.9,0.588888889,0.596363636,0.585714286,0.607407407,loc_Individuals.txt,276,333,0.4,1,5,9,540,22,J48
2,5,0.2,0.6,0.9,0.6,0.9,0.546296296,0.543761639,0.546816479,0.540740741,loc_Individuals.txt,276,333,0.45,1,5,9,540,3,J48
2,5,0.2,0.6,0.9,0.6,0.9,0.609259259,0.618444846,0.604240283,0.633333333,loc_Individuals.txt,286,333,0,1,5,9,540,267,J48
2,5,0.2,0.6,0.9,0.6,0.9,0.609259259,0.618444846,0.604240283,0.633333333,loc_Individuals.txt,286,333,0.35,1,5,9,540,255,J48
2,5,0.2,0.6,0.9,0.6,0.9,0.618518519,0.628158845,0.612676056,0.644444444,loc_Individuals.txt,286,333,0.4,1,5,9,540,16,J48
2,5,0.2,0.6,0.9,0.6,0.9,0.525925926,0.58974359,0.519774011,0.681481481,loc_Individuals.txt,286,333,0.45,1,5,9,540,2,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.608843537,0.612794613,0.606666667,0.619047619,loc_Individuals.txt,30,345,0.4,1,5,9,588,344,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.590136054,0.60685155,0.5830721,0.632653061,loc_Individuals.txt,30,345,0.45,1,5,9,588,9,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.608843537,0.612794613,0.606666667,0.619047619,loc_Individuals.txt,100,345,0.4,1,5,9,588,344,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.590136054,0.60685155,0.5830721,0.632653061,loc_Individuals.txt,100,345,0.45,1,5,9,588,9,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.608843537,0.612794613,0.606666667,0.619047619,loc_Individuals.txt,120,345,0.4,1,5,9,588,344,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.590136054,0.60685155,0.5830721,0.632653061,loc_Individuals.txt,120,345,0.45,1,5,9,588,9,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.608843537,0.612794613,0.606666667,0.619047619,loc_Individuals.txt,140,345,0.4,1,5,9,588,344,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.590136054,0.60685155,0.5830721,0.632653061,loc_Individuals.txt,140,345,0.45,1,5,9,588,9,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.608843537,0.612794613,0.606666667,0.619047619,loc_Individuals.txt,157,345,0.4,1,5,9,588,344,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.590136054,0.60685155,0.5830721,0.632653061,loc_Individuals.txt,157,345,0.45,1,5,9,588,9,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.608843537,0.612794613,0.606666667,0.619047619,loc_Individuals.txt,171,345,0.4,1,5,9,588,344,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.590136054,0.60685155,0.5830721,0.632653061,loc_Individuals.txt,171,345,0.45,1,5,9,588,9,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.608843537,0.612794613,0.606666667,0.619047619,loc_Individuals.txt,185,345,0.4,1,5,9,588,344,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.590136054,0.60685155,0.5830721,0.632653061,loc_Individuals.txt,185,345,0.45,1,5,9,588,9,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.608843537,0.612794613,0.606666667,0.619047619,loc_Individuals.txt,196,345,0.4,1,5,9,588,343,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.590136054,0.60685155,0.5830721,0.632653061,loc_Individuals.txt,196,345,0.45,1,5,9,588,9,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.619047619,0.62541806,0.615131579,0.636054422,loc_Individuals.txt,206,345,0.4,1,5,9,588,341,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.590136054,0.60685155,0.5830721,0.632653061,loc_Individuals.txt,206,345,0.45,1,5,9,588,9,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.610544218,0.61512605,0.607973422,0.62244898,loc_Individuals.txt,216,345,0.4,1,5,9,588,338,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.590136054,0.60685155,0.5830721,0.632653061,loc_Individuals.txt,216,345,0.45,1,5,9,588,9,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.602040816,0.608695652,0.598684211,0.619047619,loc_Individuals.txt,223,345,0.4,1,5,9,588,332,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.590136054,0.60685155,0.5830721,0.632653061,loc_Individuals.txt,223,345,0.45,1,5,9,588,9,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.600340136,0.606365159,0.597359736,0.615646259,loc_Individuals.txt,232,345,0.4,1,5,9,588,324,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.590136054,0.60685155,0.5830721,0.632653061,loc_Individuals.txt,232,345,0.45,1,5,9,588,9,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.642857143,0.640410959,0.644827586,0.636054422,loc_Individuals.txt,241,345,0.4,1,5,9,588,312,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.590136054,0.60685155,0.5830721,0.632653061,loc_Individuals.txt,241,345,0.45,1,5,9,588,9,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.613945578,0.621035058,0.609836066,0.632653061,loc_Individuals.txt,250,345,0.4,1,5,9,588,291,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.590136054,0.60685155,0.5830721,0.632653061,loc_Individuals.txt,250,345,0.45,1,5,9,588,9,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.62585034,0.634551495,0.62012987,0.649659864,loc_Individuals.txt,260,345,0.4,1,5,9,588,267,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.511904762,0.519262982,0.511551155,0.527210884,loc_Individuals.txt,260,345,0.45,1,5,9,588,7,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.585034014,0.587837838,0.583892617,0.591836735,loc_Individuals.txt,270,345,0.4,1,5,9,588,249,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.549319728,0.548551959,0.549488055,0.547619048,loc_Individuals.txt,270,345,0.45,1,5,9,588,6,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.608843537,0.611486486,0.60738255,0.615646259,loc_Individuals.txt,277,345,0.4,1,5,9,588,235,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.549319728,0.548551959,0.549488055,0.547619048,loc_Individuals.txt,277,345,0.45,1,5,9,588,6,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.639455782,0.641891892,0.637583893,0.646258503,loc_Individuals.txt,282,345,0,1,5,9,588,822,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.639455782,0.641891892,0.637583893,0.646258503,loc_Individuals.txt,282,345,0.35,1,5,9,588,818,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.617346939,0.631751227,0.608832808,0.656462585,loc_Individuals.txt,282,345,0.4,1,5,9,588,217,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.549319728,0.548551959,0.549488055,0.547619048,loc_Individuals.txt,282,345,0.45,1,5,9,588,6,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.619047619,0.612456747,0.623239437,0.602040816,loc_Individuals.txt,290,345,0,1,5,9,588,546,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.619047619,0.612456747,0.623239437,0.602040816,loc_Individuals.txt,290,345,0.35,1,5,9,588,545,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.637755102,0.647933884,0.63022508,0.666666667,loc_Individuals.txt,290,345,0.4,1,5,9,588,188,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.535714286,0.526863085,0.537102473,0.517006803,loc_Individuals.txt,290,345,0.45,1,5,9,588,5,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.598639456,0.588850174,0.603571429,0.574829932,loc_Individuals.txt,299,345,0,1,5,9,588,274,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.619047619,0.609756098,0.625,0.595238095,loc_Individuals.txt,299,345,0.4,1,5,9,588,110,J48
3,5,0.2,0.6,0.9,0.6,0.9,0.503401361,0.476702509,0.503787879,0.452380952,loc_Individuals.txt,299,345,0.45,1,5,9,588,2,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.633757962,0.627831715,0.638157895,0.617834395,loc_Individuals.txt,2,186,0.2,1,5,9,314,800,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.601910828,0.615384615,0.595238095,0.636942675,loc_Individuals.txt,2,186,0.25,1,5,9,314,12,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.633757962,0.627831715,0.638157895,0.617834395,loc_Individuals.txt,36,186,0.2,1,5,9,314,800,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.601910828,0.615384615,0.595238095,0.636942675,loc_Individuals.txt,36,186,0.25,1,5,9,314,12,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.633757962,0.627831715,0.638157895,0.617834395,loc_Individuals.txt,50,186,0.2,1,5,9,314,800,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.601910828,0.615384615,0.595238095,0.636942675,loc_Individuals.txt,50,186,0.25,1,5,9,314,12,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.633757962,0.627831715,0.638157895,0.617834395,loc_Individuals.txt,61,186,0.2,1,5,9,314,800,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.601910828,0.615384615,0.595238095,0.636942675,loc_Individuals.txt,61,186,0.25,1,5,9,314,12,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.633757962,0.627831715,0.638157895,0.617834395,loc_Individuals.txt,70,186,0.2,1,5,9,314,800,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.601910828,0.615384615,0.595238095,0.636942675,loc_Individuals.txt,70,186,0.25,1,5,9,314,12,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.633757962,0.627831715,0.638157895,0.617834395,loc_Individuals.txt,78,186,0.2,1,5,9,314,798,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.601910828,0.615384615,0.595238095,0.636942675,loc_Individuals.txt,78,186,0.25,1,5,9,314,12,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.633757962,0.627831715,0.638157895,0.617834395,loc_Individuals.txt,84,186,0.2,1,5,9,314,791,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.601910828,0.615384615,0.595238095,0.636942675,loc_Individuals.txt,84,186,0.25,1,5,9,314,12,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.633757962,0.627831715,0.638157895,0.617834395,loc_Individuals.txt,90,186,0.2,1,5,9,314,781,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.601910828,0.615384615,0.595238095,0.636942675,loc_Individuals.txt,90,186,0.25,1,5,9,314,12,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.643312102,0.638709677,0.647058824,0.630573248,loc_Individuals.txt,95,186,0.2,1,5,9,314,773,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.601910828,0.615384615,0.595238095,0.636942675,loc_Individuals.txt,95,186,0.25,1,5,9,314,12,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.633757962,0.625407166,0.64,0.611464968,loc_Individuals.txt,101,186,0.2,1,5,9,314,748,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.601910828,0.615384615,0.595238095,0.636942675,loc_Individuals.txt,101,186,0.25,1,5,9,314,12,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.601910828,0.59807074,0.603896104,0.592356688,loc_Individuals.txt,106,186,0.2,1,5,9,314,731,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.601910828,0.615384615,0.595238095,0.636942675,loc_Individuals.txt,106,186,0.25,1,5,9,314,12,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.601910828,0.613003096,0.596385542,0.630573248,loc_Individuals.txt,111,186,0.2,1,5,9,314,699,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.601910828,0.615384615,0.595238095,0.636942675,loc_Individuals.txt,111,186,0.25,1,5,9,314,12,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.589171975,0.59047619,0.588607595,0.592356688,loc_Individuals.txt,117,186,0.2,1,5,9,314,659,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.601910828,0.615384615,0.595238095,0.636942675,loc_Individuals.txt,117,186,0.25,1,5,9,314,12,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.595541401,0.606811146,0.590361446,0.624203822,loc_Individuals.txt,122,186,0.2,1,5,9,314,611,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.570063694,0.565916399,0.571428571,0.560509554,loc_Individuals.txt,122,186,0.25,1,5,9,314,10,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.627388535,0.623794212,0.62987013,0.617834395,loc_Individuals.txt,127,186,0.2,1,5,9,314,570,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.560509554,0.571428571,0.557575758,0.585987261,loc_Individuals.txt,127,186,0.25,1,5,9,314,9,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.576433121,0.575079872,0.576923077,0.573248408,loc_Individuals.txt,130,186,0.2,1,5,9,314,549,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.560509554,0.571428571,0.557575758,0.585987261,loc_Individuals.txt,130,186,0.25,1,5,9,314,9,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.576433121,0.58044164,0.575,0.585987261,loc_Individuals.txt,135,186,0.2,1,5,9,314,508,J48
1,6,0.2,0.6,0.9,0.6,0.9,0.512738854,0.526315789,0.512048193,0.541401274,loc_Individuals.txt,135,186,0.25,1,5,9,314,6,J48
